sutta_uid,language,abstract,url
mn18,en,English translation of MN 18 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/2Majjhima-Nikaya/Majjhima1/018-madhupindika-sutta-e1.html
mn18,fr,French translation of MN 18 from Accès au Canon Pali (translated from English translation on Access to Insight).,http://www.canonpali.org/tipitaka/suttapitaka/majjhima/mn018.html
mn18,de,German translation of MN 18 from palikanon.com. Translator Kay Zumwinkel.,http://palikanon.com/majjhima/zumwinkel/m018z.html
mn18,de,German translation of MN 18 from palikanon.de. Translator Karl Eugen Neumann.,http://palikanon.de/majjhima/m018n.htm
mn19,en,English translation of MN 19 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/mn/mn.019.than.html
mn19,en,English translation of MN 19 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/2Majjhima-Nikaya/Majjhima1/019-dvedhavitakka-sutta-e1.html
mn19,fr,French translation of MN 19 from Accès au Canon Pali (translated from English translation on Access to Insight).,http://www.canonpali.org/tipitaka/suttapitaka/majjhima/mn019.html
mn19,de,German translation of MN 19 from palikanon.com. Translator Kay Zumwinkel.,http://palikanon.com/majjhima/zumwinkel/m019z.html
mn19,de,German translation of MN 19 from palikanon.de. Translator Karl Eugen Neumann.,http://palikanon.de/majjhima/m019n.htm
mn20,en,English translation of MN 20 from Access to Insight. Translator Soma Thera.,http://www.accesstoinsight.org/tipitaka/mn/mn.020.soma.html
mn20,en,English translation of MN 20 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/mn/mn.020.than.html
mn20,en,English translation of MN 20 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/2Majjhima-Nikaya/Majjhima1/020-vitakkasanthana-sutta-e1.html
mn20,fr,French translation of MN 20 from Accès au Canon Pali (translated from English translation on Access to Insight).,http://www.canonpali.org/tipitaka/suttapitaka/majjhima/mn020.html
mn20,de,German translation of MN 20 from palikanon.com. Translator Kay Zumwinkel.,http://palikanon.com/majjhima/zumwinkel/m020z.html
mn20,de,German translation of MN 20 from palikanon.de. Translator Karl Eugen Neumann.,http://palikanon.de/majjhima/m020n.htm
mn21,en,English translation of MN 21 (excerpt) from Access to Insight. Translator Acharya Buddharakkhita.,http://www.accesstoinsight.org/tipitaka/mn/mn.021x.budd.html
mn21,en,English translation of MN 21 (excerpt) from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/mn/mn.021x.than.html
mn21,en,English translation of MN 21 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/2Majjhima-Nikaya/Majjhima1/021-kakacupama-sutta-e1.html
mn21,fr,French translation of MN 21 from Accès au Canon Pali (translated from English translation on Access to Insight).,http://www.canonpali.org/tipitaka/suttapitaka/majjhima/mn021.html
mn21,de,German translation of MN 21 from palikanon.com. Translator Kay Zumwinkel.,http://palikanon.com/majjhima/zumwinkel/m021z.html
