sutta_uid,language,abstract,url
sn12.48,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.48/pi
sn12.48,en,Translated by Bhikkhu Bodhi,/sn12.48/en
sn12.48,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.48/vn
sn12.48,en,English translation of SN 12.48 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.048.than.html
sn12.48,en,English translation of SN 12.48 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html
sn12.48,de,German translation of SN 12.48 from palikanon.com.,http://palikanon.com/samyutta/sam12_50.html#s12_48
sn12.49,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.49/pi
sn12.49,en,Translated by Bhikkhu Bodhi,/sn12.49/en
sn12.49,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.49/vn
sn12.49,en,English translation of SN 12.49 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html
sn12.49,de,German translation of SN 12.49 from palikanon.com.,http://palikanon.com/samyutta/sam12_50.html#s12_49
sn12.50,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.50/pi
sn12.50,en,Translated by Bhikkhu Bodhi,/sn12.50/en
sn12.50,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.50/vn
sn12.50,en,English translation of SN 12.50 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html
sn12.50,de,German translation of SN 12.50 from palikanon.com.,http://palikanon.com/samyutta/sam12_50.html#s12_50
sn12.51,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.51/pi
sn12.51,en,Translated by Bhikkhu Bodhi,/sn12.51/en
sn12.51,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.51/vn
sn12.51,en,English translation of SN 12.51 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.51,de,German translation of SN 12.51 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_51
sn12.52,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.52/pi
sn12.52,en,Translated by Bhikkhu Bodhi,/sn12.52/en
sn12.52,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.52/vn
sn12.52,en,English translation of SN 12.52 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.052.than.html
sn12.52,en,English translation of SN 12.52 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.52,de,German translation of SN 12.52 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_52
sn12.53,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.53/pi
sn12.53,en,Translated by Bhikkhu Bodhi,/sn12.53/en
sn12.53,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.53/vn
sn12.53,en,English translation of SN 12.53 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.53,de,German translation of SN 12.53 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_53
sn12.54,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.54/pi
sn12.54,en,Translated by Bhikkhu Bodhi,/sn12.54/en
sn12.54,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.54/vn
sn12.54,en,English translation of SN 12.54 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.54,de,German translation of SN 12.54 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_54
sn12.55,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.55/pi
sn12.55,en,Translated by Bhikkhu Bodhi,/sn12.55/en
sn12.55,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.55/vn
sn12.55,en,English translation of SN 12.55 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.55,de,German translation of SN 12.55 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_55
sn12.56,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.56/pi
sn12.56,en,Translated by Bhikkhu Bodhi,/sn12.56/en
sn12.56,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.56/vn
sn12.56,en,English translation of SN 12.56 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.56,de,German translation of SN 12.56 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_56
sn12.57,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.57/pi
sn12.57,en,Translated by Bhikkhu Bodhi,/sn12.57/en
sn12.57,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.57/vn
sn12.57,en,English translation of SN 12.57 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.57,de,German translation of SN 12.57 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_57
sn12.58,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.58/pi
sn12.58,en,Translated by Bhikkhu Bodhi,/sn12.58/en
sn12.58,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.58/vn
sn12.58,en,English translation of SN 12.58 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.58,de,German translation of SN 12.58 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_58
sn12.59,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.59/pi
sn12.59,en,Translated by Bhikkhu Bodhi,/sn12.59/en
sn12.59,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.59/vn
sn12.59,en,English translation of SN 12.59 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.59,de,German translation of SN 12.59 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_59
sn12.60,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.60/pi
sn12.60,en,Translated by Bhikkhu Bodhi,/sn12.60/en
sn12.60,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.60/vn
sn12.60,en,English translation of SN 12.60 (excerpt) from Access to Insight. Translator Maurice O'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.060x.wlsh.html
sn12.60,en,English translation of SN 12.60 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html
sn12.60,de,German translation of SN 12.60 from palikanon.com.,http://palikanon.com/samyutta/sam12_60.html#s12_60
sn12.61,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.61/pi
sn12.61,en,Translated by Bhikkhu Bodhi,/sn12.61/en
sn12.61,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.61/vn
sn12.61,en,English translation of SN 12.61 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.061.than.html
sn12.61,en,English translation of SN 12.61 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.61,de,German translation of SN 12.61 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_61
sn12.62,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.62/pi
sn12.62,en,Translated by Bhikkhu Bodhi,/sn12.62/en
sn12.62,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.62/vn
sn12.62,en,English translation of SN 12.62 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.62,de,German translation of SN 12.62 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_62
sn12.63,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.63/pi
sn12.63,en,Translated by Bhikkhu Bodhi,/sn12.63/en
sn12.63,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.63/vn
sn12.63,en,English translation of SN 12.63 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.063.nypo.html
sn12.63,en,English translation of SN 12.63 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.063.than.html
sn12.63,en,English translation of SN 12.63 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.63,de,German translation of SN 12.63 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_63
sn12.64,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.64/pi
sn12.64,en,Translated by Bhikkhu Bodhi,/sn12.64/en
sn12.64,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.64/vn
sn12.64,en,English translation of SN 12.64 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.064.nypo.html
sn12.64,en,English translation of SN 12.64 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.064.than.html
sn12.64,en,English translation of SN 12.64 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.64,de,German translation of SN 12.64 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_64
sn12.65,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.65/pi
sn12.65,en,Translated by Bhikkhu Bodhi,/sn12.65/en
sn12.65,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.65/vn
sn12.65,en,English translation of SN 12.65 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.065.than.html
sn12.65,en,English translation of SN 12.65 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.65,de,German translation of SN 12.65 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_65
sn12.66,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.66/pi
sn12.66,en,Translated by Bhikkhu Bodhi,/sn12.66/en
sn12.66,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.66/vn
sn12.66,en,English translation of SN 12.66 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.66,de,German translation of SN 12.66 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_66
sn12.67,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.67/pi
sn12.67,en,Translated by Bhikkhu Bodhi,/sn12.67/en
sn12.67,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.67/vn
sn12.67,en,English translation of SN 12.67 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.067.than.html
sn12.67,en,English translation of SN 12.67 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.67,de,German translation of SN 12.67 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_67
sn12.68,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.68/pi
sn12.68,en,Translated by Bhikkhu Bodhi,/sn12.68/en
sn12.68,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.68/vn
sn12.68,en,English translation of SN 12.68 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.068.than.html
sn12.68,en,English translation of SN 12.68 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.68,de,German translation of SN 12.68 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_68
sn12.69,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.69/pi
sn12.69,en,Translated by Bhikkhu Bodhi,/sn12.69/en
sn12.69,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.69/vn
sn12.69,en,English translation of SN 12.69 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.69,de,German translation of SN 12.69 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_69
sn12.70,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.70/pi
sn12.70,en,Translated by Bhikkhu Bodhi,/sn12.70/en
sn12.70,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.70/vn
sn12.70,en,English translation of SN 12.70 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.070.than.html
sn12.70,en,English translation of SN 12.70 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html
sn12.70,de,German translation of SN 12.70 from palikanon.com.,http://palikanon.com/samyutta/sam12_70.html#s12_70
sn12.71,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.71/pi
sn12.71,en,Translated by Bhikkhu Bodhi,/sn12.71/en
sn12.71,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.71/vn
sn12.71,en,English translation of SN 12.71 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.71,de,German translation of SN 12.71 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_71
sn12.72,en,Translated by Bhikkhu Bodhi,/sn12.72/en
sn12.72,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.72/vn
sn12.72,en,English translation of SN 12.72 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.72,de,German translation of SN 12.72 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.73,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.73/vn
sn12.73,en,English translation of SN 12.73 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.73,de,German translation of SN 12.73 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.74,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.74/vn
sn12.74,en,English translation of SN 12.74 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.74,de,German translation of SN 12.74 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.75,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.75/vn
sn12.75,en,English translation of SN 12.75 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.75,de,German translation of SN 12.75 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.76,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.76/vn
sn12.76,en,English translation of SN 12.76 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.76,de,German translation of SN 12.76 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.77,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.77/vn
sn12.77,en,English translation of SN 12.77 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.77,de,German translation of SN 12.77 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.78,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.78/vn
sn12.78,en,English translation of SN 12.78 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.78,de,German translation of SN 12.78 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.79,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.79/vn
sn12.79,en,English translation of SN 12.79 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.79,de,German translation of SN 12.79 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.80,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.80/vn
sn12.80,en,English translation of SN 12.80 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.80,de,German translation of SN 12.80 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.81,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.81/vn
sn12.81,en,English translation of SN 12.81 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html
sn12.81,de,German translation of SN 12.81 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_72to81
sn12.82,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.82/pi
sn12.82,en,Translated by Bhikkhu Bodhi,/sn12.82/en
sn12.82,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.82/vn
sn12.82,en,English translation of SN 12.82 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-01-Satthuvaggo-e.html
sn12.82,de,German translation of SN 12.82 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_82
sn12.83,en,Translated by Bhikkhu Bodhi,/sn12.83/en
sn12.83,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.83/vn
sn12.83,en,English translation of SN 12.83 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-02-Sikkhavaggo-e.html
sn12.83,de,German translation of SN 12.83 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.84,en,Translated by Bhikkhu Bodhi,/sn12.84/en
sn12.84,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.84/vn
sn12.84,en,English translation of SN 12.84 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-03-Yogavaggo-e.html
sn12.84,de,German translation of SN 12.84 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.85,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.85/vn
sn12.85,en,English translation of SN 12.85 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-04-Chandavaggo-e.html
sn12.85,de,German translation of SN 12.85 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.86,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.86/vn
sn12.86,en,English translation of SN 12.86 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-05-Ussolhivaggo-e.html
sn12.86,de,German translation of SN 12.86 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.87,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.87/vn
sn12.87,en,English translation of SN 12.87 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-06-Appativanivaggo-e.html
sn12.87,de,German translation of SN 12.87 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.88,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.88/vn
sn12.88,en,English translation of SN 12.88 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-07-Atappavaggo-e.html
sn12.88,de,German translation of SN 12.88 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.89,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.89/vn
sn12.89,en,English translation of SN 12.89 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-08-Viriyavaggo-e.html
sn12.89,de,German translation of SN 12.89 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.90,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.90/vn
sn12.90,en,English translation of SN 12.90 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-09-Sataccavaggo-e.html
sn12.90,de,German translation of SN 12.90 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.91,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.91/vn
sn12.91,en,English translation of SN 12.91 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-10-Sativaggo-e.html
sn12.91,de,German translation of SN 12.91 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.92,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.92/vn
sn12.92,en,English translation of SN 12.92 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-11-Sampajannavaggo-e.html
sn12.92,de,German translation of SN 12.92 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn12.93,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn12.93/pi
sn12.93,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn12.93/vn
sn12.93,en,English translation of SN 12.93 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-12-Appamadavaggo-e.html
sn12.93,de,German translation of SN 12.93 from palikanon.com.,http://palikanon.com/samyutta/sam12_81.html#s12_83to93
sn13.1,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn13.1/pi
sn13.1,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn13.1/vn
sn13.1,en,English translation of SN 13.1 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn13/sn13.001.than.html
sn13.1,en,English translation of SN 13.1 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/10-Abhisamayavaggo-e.html
sn13.1,de,German translation of SN 13.1 from palikanon.com.,http://palikanon.com/samyutta/sam13.html#s13_1
sn13.2,pi,Pali text from the Mahāsaṅgīti Tipiṭaka Buddhavasse 2500,/sn13.2/pi
sn13.2,vn,Hòa thượng Thích Minh Châu dịch Việt,/sn13.2/vn
